id	current_path	line	future_owner	disposition	heading
STD-0533	RELEASE-STANDARDS.md	9	workflows/release.md	split-and-index	Version Bump Decision Table
STD-0534	RELEASE-STANDARDS.md	18	workflows/release.md	split-and-index	Pre-1.0 Rules
STD-0535	RELEASE-STANDARDS.md	32	workflows/release.md	split-and-index	Deprecation Policy
STD-0536	RELEASE-STANDARDS.md	51	workflows/release.md	split-and-index	Migration Guides
STD-0537	RELEASE-STANDARDS.md	68	workflows/release.md	split-and-index	Workspace Version Alignment
STD-0538	RELEASE-STANDARDS.md	78	workflows/release.md	split-and-index	Changelog Management
STD-0539	RELEASE-STANDARDS.md	84	workflows/release.md	split-and-index	Maintenance Workflow
STD-0540	RELEASE-STANDARDS.md	90	workflows/release.md	split-and-index	Conventional Commits to Changelog Categories
STD-0541	RELEASE-STANDARDS.md	110	workflows/release.md	split-and-index	Automation
STD-0542	RELEASE-STANDARDS.md	116	workflows/release.md	split-and-index	cliff.toml (minimal)
STD-0543	RELEASE-STANDARDS.md	153	workflows/release.md	split-and-index	Release Artifacts
STD-0544	RELEASE-STANDARDS.md	155	workflows/release.md	split-and-index	What to Ship
STD-0545	RELEASE-STANDARDS.md	166	workflows/release.md	split-and-index	Naming Convention
STD-0546	RELEASE-STANDARDS.md	199	workflows/release.md	split-and-index	Checksum File Format
STD-0547	RELEASE-STANDARDS.md	216	workflows/release.md	split-and-index	Software Bill of Materials
STD-0548	RELEASE-STANDARDS.md	235	workflows/release.md	split-and-index	Reproducible Builds
STD-0549	RELEASE-STANDARDS.md	240	workflows/release.md	split-and-index	Toolchain Pinning
STD-0550	RELEASE-STANDARDS.md	252	workflows/release.md	split-and-index	Lockfile Policy
STD-0551	RELEASE-STANDARDS.md	265	workflows/release.md	split-and-index	Build Hygiene
STD-0552	RELEASE-STANDARDS.md	275	workflows/release.md	split-and-index	CI/CD Release Pipeline
STD-0553	RELEASE-STANDARDS.md	277	workflows/release.md	split-and-index	Trigger
STD-0554	RELEASE-STANDARDS.md	287	workflows/release.md	split-and-index	.github/workflows/release.yml
STD-0555	RELEASE-STANDARDS.md	296	workflows/release.md	split-and-index	.github/workflows/ci.yml
STD-0556	RELEASE-STANDARDS.md	315	workflows/release.md	split-and-index	Build Matrix
STD-0557	RELEASE-STANDARDS.md	322	workflows/release.md	split-and-index	Target values are ecosystem-specific (see Naming Convention above)
STD-0558	RELEASE-STANDARDS.md	338	workflows/release.md	split-and-index	Artifact Upload
STD-0559	RELEASE-STANDARDS.md	355	workflows/release.md	split-and-index	Release Job
STD-0560	RELEASE-STANDARDS.md	394	workflows/release.md	split-and-index	Code Signing
STD-0561	RELEASE-STANDARDS.md	405	workflows/release.md	split-and-index	Hotfix and LTS Workflow
STD-0562	RELEASE-STANDARDS.md	407	workflows/release.md	split-and-index	Standard Releases
STD-0563	RELEASE-STANDARDS.md	412	workflows/release.md	split-and-index	Hotfix Workflow
STD-0564	RELEASE-STANDARDS.md	425	workflows/release.md	split-and-index	LTS Releases
STD-0565	RELEASE-STANDARDS.md	438	workflows/release.md	split-and-index	Feature Flags and Release Channels
STD-0566	RELEASE-STANDARDS.md	455	workflows/release.md	split-and-index	GitHub Releases
STD-0567	RELEASE-STANDARDS.md	457	workflows/release.md	split-and-index	Draft-Then-Publish
STD-0568	RELEASE-STANDARDS.md	466	workflows/release.md	split-and-index	Pre-Release Flag
STD-0569	RELEASE-STANDARDS.md	472	workflows/release.md	split-and-index	Release Notes
STD-0570	RELEASE-STANDARDS.md	481	workflows/release.md	split-and-index	Asset Organization
STD-0571	RELEASE-STANDARDS.md	487	workflows/release.md	split-and-index	Downloads
STD-0572	RELEASE-STANDARDS.md	489	workflows/release.md	split-and-index	Binaries
STD-0573	RELEASE-STANDARDS.md	494	workflows/release.md	split-and-index	Shared Libraries
STD-0574	RELEASE-STANDARDS.md	498	workflows/release.md	split-and-index	Checksums
STD-0575	RELEASE-STANDARDS.md	504	workflows/release.md	split-and-index	Language-Specific Guidance
STD-0576	RELEASE-STANDARDS.md	512	workflows/release.md	split-and-index	Release Checklist
STD-0577	RELEASE-STANDARDS.md	539	workflows/release.md	split-and-index	Rollback Procedure
STD-0578	RELEASE-STANDARDS.md	541	workflows/release.md	split-and-index	When to Rollback
STD-0579	RELEASE-STANDARDS.md	547	workflows/release.md	split-and-index	Procedure
STD-0580	RELEASE-STANDARDS.md	558	workflows/release.md	split-and-index	Authority
STD-0581	RELEASE-STANDARDS.md	563	workflows/release.md	split-and-index	Post-Incident
STD-0582	SECURITY-STANDARDS.md	1	topics/security.md	move-and-index	Security Standards
STD-0583	SECURITY-STANDARDS.md	5	topics/security.md	move-and-index	Core Principle: Validate Once, at the Boundary
STD-0584	SECURITY-STANDARDS.md	17	topics/security.md	move-and-index	Path Validation
STD-0585	SECURITY-STANDARDS.md	19	topics/security.md	move-and-index	The Problem
STD-0586	SECURITY-STANDARDS.md	24	topics/security.md	move-and-index	Centralized Path Validator
STD-0587	SECURITY-STANDARDS.md	81	topics/security.md	move-and-index	Usage in Handlers
STD-0588	SECURITY-STANDARDS.md	100	topics/security.md	move-and-index	Input Validation
STD-0589	SECURITY-STANDARDS.md	102	topics/security.md	move-and-index	Centralized Input Validator
STD-0590	SECURITY-STANDARDS.md	143	topics/security.md	move-and-index	Validation Rules
STD-0591	SECURITY-STANDARDS.md	153	topics/security.md	move-and-index	No Duplicate Validation Logic
STD-0592	SECURITY-STANDARDS.md	171	topics/security.md	move-and-index	Message/API Payload Validation
STD-0593	SECURITY-STANDARDS.md	173	topics/security.md	move-and-index	TypeScript — Validate Before Dispatch
STD-0594	SECURITY-STANDARDS.md	198	topics/security.md	move-and-index	C# — Validate Deserialized Payloads
STD-0595	SECURITY-STANDARDS.md	216	topics/security.md	move-and-index	Electron IPC Boundaries (`ipcMain.handle`)
STD-0596	SECURITY-STANDARDS.md	256	topics/security.md	move-and-index	Network Transport Safety
STD-0597	SECURITY-STANDARDS.md	264	topics/security.md	move-and-index	Bind Address Rules
STD-0598	SECURITY-STANDARDS.md	279	topics/security.md	move-and-index	Connection Limits
STD-0599	SECURITY-STANDARDS.md	289	topics/security.md	move-and-index	Graceful Listener Shutdown
STD-0600	SECURITY-STANDARDS.md	306	topics/security.md	move-and-index	Half-Open Connection Handling
STD-0601	SECURITY-STANDARDS.md	324	topics/security.md	move-and-index	What NOT to Validate
STD-0602	TESTING-STANDARDS.md	1	workflows/verification.md	split-and-index	Testing Standards
STD-0603	TESTING-STANDARDS.md	5	workflows/verification.md	split-and-index	Test Organization
STD-0604	TESTING-STANDARDS.md	7	workflows/verification.md	split-and-index	Choose a Consistent Test Placement Strategy
STD-0605	TESTING-STANDARDS.md	23	workflows/verification.md	split-and-index	Colocated
STD-0606	TESTING-STANDARDS.md	34	workflows/verification.md	split-and-index	Mirrored test tree
STD-0607	TESTING-STANDARDS.md	62	workflows/verification.md	split-and-index	Test Naming Convention
STD-0608	TESTING-STANDARDS.md	88	workflows/verification.md	split-and-index	Test Categories
STD-0609	TESTING-STANDARDS.md	96	workflows/verification.md	split-and-index	Unit Tests
STD-0610	TESTING-STANDARDS.md	102	workflows/verification.md	split-and-index	Integration Tests
STD-0611	TESTING-STANDARDS.md	108	workflows/verification.md	split-and-index	Global State and Durable Resource Isolation
STD-0612	TESTING-STANDARDS.md	141	workflows/verification.md	split-and-index	End-to-End Tests
STD-0613	TESTING-STANDARDS.md	147	workflows/verification.md	split-and-index	Cross-Layer Acceptance Checks
STD-0614	TESTING-STANDARDS.md	162	workflows/verification.md	split-and-index	Boundary Invariant Tests
STD-0615	TESTING-STANDARDS.md	180	workflows/verification.md	split-and-index	Vertical Slice Verification
STD-0616	TESTING-STANDARDS.md	214	workflows/verification.md	split-and-index	Binding Verification Requirements
STD-0617	TESTING-STANDARDS.md	261	workflows/verification.md	split-and-index	Replay, Recovery, and Idempotency Checks
STD-0618	TESTING-STANDARDS.md	277	workflows/verification.md	split-and-index	Unit Test Guidelines
STD-0619	TESTING-STANDARDS.md	279	workflows/verification.md	split-and-index	Test One Thing
STD-0620	TESTING-STANDARDS.md	292	workflows/verification.md	split-and-index	Arrange-Act-Assert Pattern
STD-0621	TESTING-STANDARDS.md	317	workflows/verification.md	split-and-index	Avoid Mocks When Possible
STD-0622	TESTING-STANDARDS.md	344	workflows/verification.md	split-and-index	Test Edge Cases
STD-0623	TESTING-STANDARDS.md	358	workflows/verification.md	split-and-index	Property-Based Testing
STD-0624	TESTING-STANDARDS.md	365	workflows/verification.md	split-and-index	When to Use Property-Based Testing
STD-0625	TESTING-STANDARDS.md	374	workflows/verification.md	split-and-index	Coverage Guidelines
STD-0626	TESTING-STANDARDS.md	376	workflows/verification.md	split-and-index	Targets
STD-0627	TESTING-STANDARDS.md	384	workflows/verification.md	split-and-index	What to Exclude from Coverage
STD-0628	TESTING-STANDARDS.md	392	workflows/verification.md	split-and-index	Coverage is Not Quality
STD-0629	TESTING-STANDARDS.md	402	workflows/verification.md	split-and-index	Test Documentation
STD-0630	TESTING-STANDARDS.md	404	workflows/verification.md	split-and-index	Document Non-Obvious Tests
STD-0631	TESTING-STANDARDS.md	409	workflows/verification.md	split-and-index	Document Test Fixtures
STD-0632	TESTING-STANDARDS.md	416	workflows/verification.md	split-and-index	Test Data Management
STD-0633	TESTING-STANDARDS.md	418	workflows/verification.md	split-and-index	Use Factories or Builders
STD-0634	TESTING-STANDARDS.md	439	workflows/verification.md	split-and-index	Avoid Shared Mutable State
STD-0635	TESTING-STANDARDS.md	455	workflows/verification.md	split-and-index	Validate Persisted Dynamic Artifacts
STD-0636	TESTING-STANDARDS.md	472	workflows/verification.md	split-and-index	Async Testing
STD-0637	TESTING-STANDARDS.md	474	workflows/verification.md	split-and-index	Always Await Async Operations
STD-0638	TESTING-STANDARDS.md	490	workflows/verification.md	split-and-index	Test Both Success and Failure
STD-0639	TESTING-STANDARDS.md	503	workflows/verification.md	split-and-index	Lifecycle Regression Checks
STD-0640	TESTING-STANDARDS.md	514	workflows/verification.md	split-and-index	Service-Layer Error Paths
STD-0641	TESTING-STANDARDS.md	527	workflows/verification.md	split-and-index	Frontend Component Testing
STD-0642	TESTING-STANDARDS.md	535	workflows/verification.md	split-and-index	Performance Testing
STD-0643	TESTING-STANDARDS.md	537	workflows/verification.md	split-and-index	Benchmark Critical Paths
STD-0644	TESTING-STANDARDS.md	543	workflows/verification.md	split-and-index	Set Performance Budgets
STD-0645	TESTING-STANDARDS.md	559	workflows/verification.md	split-and-index	Verification Layers
STD-0646	TESTING-STANDARDS.md	577	workflows/verification.md	split-and-index	Layer 1: Static Analysis
STD-0647	TESTING-STANDARDS.md	588	workflows/verification.md	split-and-index	Layer 2: Build Verification
STD-0648	TESTING-STANDARDS.md	592	workflows/verification.md	split-and-index	Layer 3: Dev Server Validation
STD-0649	TESTING-STANDARDS.md	599	workflows/verification.md	split-and-index	Layer 4: Runtime Verification
STD-0650	TESTING-STANDARDS.md	606	workflows/verification.md	split-and-index	Layer 5: Reference Lookup
STD-0651	TESTING-STANDARDS.md	618	workflows/verification.md	split-and-index	Diagnosis Workflow
STD-0652	TESTING-STANDARDS.md	658	workflows/verification.md	split-and-index	Self-Correction Principles
STD-0653	TESTING-STANDARDS.md	670	workflows/verification.md	split-and-index	Test Checklist
STD-0654	TOOLING-STANDARDS.md	1	workflows/tooling.md	split-and-index	Tooling Standards
STD-0655	TOOLING-STANDARDS.md	5	workflows/tooling.md	split-and-index	Pre-Commit Hooks
STD-0656	TOOLING-STANDARDS.md	7	workflows/tooling.md	split-and-index	Why Pre-Commit Hooks
STD-0657	TOOLING-STANDARDS.md	15	workflows/tooling.md	split-and-index	Recommended Tool: Lefthook
STD-0658	TOOLING-STANDARDS.md	21	workflows/tooling.md	split-and-index	npm
STD-0659	TOOLING-STANDARDS.md	24	workflows/tooling.md	split-and-index	Or standalone
STD-0660	TOOLING-STANDARDS.md	33	workflows/tooling.md	split-and-index	Basic Configuration
STD-0661	TOOLING-STANDARDS.md	38	workflows/tooling.md	split-and-index	lefthook.yml
STD-0662	TOOLING-STANDARDS.md	62	workflows/tooling.md	split-and-index	Hook Categories
STD-0663	TOOLING-STANDARDS.md	70	workflows/tooling.md	split-and-index	History Cleanup Enforcement (Advisory Only)
STD-0664	TOOLING-STANDARDS.md	83	workflows/tooling.md	split-and-index	Performance Tips
STD-0665	TOOLING-STANDARDS.md	90	workflows/tooling.md	split-and-index	Persisted Artifact Validation Hooks
STD-0666	TOOLING-STANDARDS.md	107	workflows/tooling.md	split-and-index	EditorConfig
STD-0667	TOOLING-STANDARDS.md	109	workflows/tooling.md	split-and-index	Purpose
STD-0668	TOOLING-STANDARDS.md	113	workflows/tooling.md	split-and-index	Standard Configuration
STD-0669	TOOLING-STANDARDS.md	118	workflows/tooling.md	split-and-index	.editorconfig
STD-0670	TOOLING-STANDARDS.md	129	workflows/tooling.md	split-and-index	Web files typically use 2-space indent
STD-0671	TOOLING-STANDARDS.md	133	workflows/tooling.md	split-and-index	Markdown needs trailing whitespace for line breaks
STD-0672	TOOLING-STANDARDS.md	137	workflows/tooling.md	split-and-index	Makefiles require tabs
STD-0673	TOOLING-STANDARDS.md	142	workflows/tooling.md	split-and-index	Key Settings
STD-0674	TOOLING-STANDARDS.md	153	workflows/tooling.md	split-and-index	Linting Strategy
STD-0675	TOOLING-STANDARDS.md	155	workflows/tooling.md	split-and-index	Language-Agnostic Principles
STD-0676	TOOLING-STANDARDS.md	162	workflows/tooling.md	split-and-index	Common Linter Categories
STD-0677	TOOLING-STANDARDS.md	171	workflows/tooling.md	split-and-index	TypeScript/JavaScript: ESLint 9+ (Flat Config) + Prettier
STD-0678	TOOLING-STANDARDS.md	212	workflows/tooling.md	split-and-index	Common Flat Config Pitfalls
STD-0679	TOOLING-STANDARDS.md	234	workflows/tooling.md	split-and-index	TypeScript Strict Mode
STD-0680	TOOLING-STANDARDS.md	254	workflows/tooling.md	split-and-index	Custom Rules for Architecture
STD-0681	TOOLING-STANDARDS.md	275	workflows/tooling.md	split-and-index	Formatting
STD-0682	TOOLING-STANDARDS.md	277	workflows/tooling.md	split-and-index	Principle: Format on Save
STD-0683	TOOLING-STANDARDS.md	289	workflows/tooling.md	split-and-index	Principle: Check in CI
STD-0684	TOOLING-STANDARDS.md	294	workflows/tooling.md	split-and-index	Prettier check mode
STD-0685	TOOLING-STANDARDS.md	297	workflows/tooling.md	split-and-index	Exit code 1 if files would change
STD-0686	TOOLING-STANDARDS.md	300	workflows/tooling.md	split-and-index	Format vs. Lint
STD-0687	TOOLING-STANDARDS.md	314	workflows/tooling.md	split-and-index	CI Integration
STD-0688	TOOLING-STANDARDS.md	316	workflows/tooling.md	split-and-index	Quality Gates Are Mandatory
STD-0689	TOOLING-STANDARDS.md	337	workflows/tooling.md	split-and-index	Prefer Failure Aggregation Over Fail-Fast
STD-0690	TOOLING-STANDARDS.md	357	workflows/tooling.md	split-and-index	Tiered CI Execution
STD-0691	TOOLING-STANDARDS.md	388	workflows/tooling.md	split-and-index	Lint Debt Ratchet (When Full Lint Is Temporarily Non-Blocking)
STD-0692	TOOLING-STANDARDS.md	396	workflows/tooling.md	split-and-index	CI Performance Standards
STD-0693	TOOLING-STANDARDS.md	512	workflows/tooling.md	split-and-index	Recommended CI Workflow
STD-0694	TOOLING-STANDARDS.md	515	workflows/tooling.md	split-and-index	.github/workflows/ci.yml
STD-0695	TOOLING-STANDARDS.md	688	workflows/tooling.md	split-and-index	CI vs. Local Checks
STD-0696	TOOLING-STANDARDS.md	699	workflows/tooling.md	split-and-index	Directory Validation
STD-0697	TOOLING-STANDARDS.md	701	workflows/tooling.md	split-and-index	README Enforcement
STD-0698	TOOLING-STANDARDS.md	747	workflows/tooling.md	split-and-index	PR Template Enforcement
STD-0699	TOOLING-STANDARDS.md	759	workflows/tooling.md	split-and-index	Dependency Auditing
STD-0700	TOOLING-STANDARDS.md	766	workflows/tooling.md	split-and-index	Tool Installation Checklist
STD-0701	TOOLING-STANDARDS.md	768	workflows/tooling.md	split-and-index	Minimum Setup
STD-0702	TOOLING-STANDARDS.md	775	workflows/tooling.md	split-and-index	Commands to Add
STD-0703	TOOLING-STANDARDS.md	800	workflows/tooling.md	split-and-index	Bypassing Hooks (Emergency Only)
STD-0704	languages/README.md	1	STANDARDS-ROUTER.md	replace-with-router	Language-Specific Standards
STD-0705	languages/README.md	7	STANDARDS-ROUTER.md	replace-with-router	Languages
STD-0706	languages/rust/RUST-API-STANDARDS.md	1	profiles/languages/rust/api.md	move-and-index	Rust API Standards
STD-0707	languages/rust/RUST-API-STANDARDS.md	6	profiles/languages/rust/api.md	move-and-index	Correct-By-Construction Policy
STD-0708	languages/rust/RUST-API-STANDARDS.md	29	profiles/languages/rust/api.md	move-and-index	Parse, Do Not Re-Validate
STD-0709	languages/rust/RUST-API-STANDARDS.md	71	profiles/languages/rust/api.md	move-and-index	Crate Roles
STD-0710	languages/rust/RUST-API-STANDARDS.md	95	profiles/languages/rust/api.md	move-and-index	Module Layout
STD-0711	languages/rust/RUST-API-STANDARDS.md	129	profiles/languages/rust/api.md	move-and-index	Result, Option, Panic
STD-0712	languages/rust/RUST-API-STANDARDS.md	148	profiles/languages/rust/api.md	move-and-index	`unwrap` And `expect`
STD-0713	languages/rust/RUST-API-STANDARDS.md	164	profiles/languages/rust/api.md	move-and-index	Public Contract Traits
STD-0714	languages/rust/RUST-API-STANDARDS.md	181	profiles/languages/rust/api.md	move-and-index	Parameter Ergonomics
STD-0715	languages/rust/RUST-API-STANDARDS.md	193	profiles/languages/rust/api.md	move-and-index	Feature Contracts
STD-0716	languages/rust/RUST-API-STANDARDS.md	222	profiles/languages/rust/api.md	move-and-index	Documentation
STD-0717	languages/rust/RUST-ASYNC-STANDARDS.md	1	profiles/languages/rust/async.md	move-and-index	Rust Async Standards
STD-0718	languages/rust/RUST-ASYNC-STANDARDS.md	6	profiles/languages/rust/async.md	move-and-index	Sync Core, Async Shell
STD-0719	languages/rust/RUST-ASYNC-STANDARDS.md	39	profiles/languages/rust/async.md	move-and-index	Runtime Boundaries
STD-0720	languages/rust/RUST-ASYNC-STANDARDS.md	52	profiles/languages/rust/async.md	move-and-index	Task Lifecycle
STD-0721	languages/rust/RUST-ASYNC-STANDARDS.md	94	profiles/languages/rust/async.md	move-and-index	Graceful Shutdown
STD-0722	languages/rust/RUST-ASYNC-STANDARDS.md	113	profiles/languages/rust/async.md	move-and-index	Blocking Work
STD-0723	languages/rust/RUST-ASYNC-STANDARDS.md	123	profiles/languages/rust/async.md	move-and-index	Mutex Selection
STD-0724	languages/rust/RUST-ASYNC-STANDARDS.md	140	profiles/languages/rust/async.md	move-and-index	Cancellation Safety
STD-0725	languages/rust/RUST-ASYNC-STANDARDS.md	155	profiles/languages/rust/async.md	move-and-index	Observability
STD-0726	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	1	profiles/languages/rust/cross-platform.md	move-and-index	Rust Cross-Platform Standards
STD-0727	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	6	profiles/languages/rust/cross-platform.md	move-and-index	Target Policy
STD-0728	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	20	profiles/languages/rust/cross-platform.md	move-and-index	Keep `cfg()` In Thin Platform Modules
STD-0729	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	72	profiles/languages/rust/cross-platform.md	move-and-index	Acceptable Inline `cfg()` Exception
STD-0730	languages/rust/RUST-CROSS-PLATFORM-STANDARDS.md	99	profiles/languages/rust/cross-platform.md	move-and-index	Verification
STD-0731	languages/rust/RUST-DEPENDENCY-STANDARDS.md	1	profiles/languages/rust/dependencies.md	move-and-index	Rust Dependency Standards
STD-0732	languages/rust/RUST-DEPENDENCY-STANDARDS.md	6	profiles/languages/rust/dependencies.md	move-and-index	Before Adding A Crate
STD-0733	languages/rust/RUST-DEPENDENCY-STANDARDS.md	11	profiles/languages/rust/dependencies.md	move-and-index	How many transitive deps does this crate bring?
STD-0734	languages/rust/RUST-DEPENDENCY-STANDARDS.md	14	profiles/languages/rust/dependencies.md	move-and-index	Is it already in the tree as a transitive dep?
STD-0735	languages/rust/RUST-DEPENDENCY-STANDARDS.md	27	profiles/languages/rust/dependencies.md	move-and-index	Workspace Dependency Inheritance
STD-0736	languages/rust/RUST-DEPENDENCY-STANDARDS.md	34	profiles/languages/rust/dependencies.md	move-and-index	Cargo.toml (workspace root)
STD-0737	languages/rust/RUST-DEPENDENCY-STANDARDS.md	39	profiles/languages/rust/dependencies.md	move-and-index	member/Cargo.toml
STD-0738	languages/rust/RUST-DEPENDENCY-STANDARDS.md	48	profiles/languages/rust/dependencies.md	move-and-index	Feature Selection
STD-0739	languages/rust/RUST-DEPENDENCY-STANDARDS.md	53	profiles/languages/rust/dependencies.md	move-and-index	BAD: Pulling in everything
STD-0740	languages/rust/RUST-DEPENDENCY-STANDARDS.md	58	profiles/languages/rust/dependencies.md	move-and-index	GOOD: Only what is used
STD-0741	languages/rust/RUST-DEPENDENCY-STANDARDS.md	92	profiles/languages/rust/dependencies.md	move-and-index	Tree Inspection
STD-0742	languages/rust/RUST-DEPENDENCY-STANDARDS.md	98	profiles/languages/rust/dependencies.md	move-and-index	Full tree
STD-0743	languages/rust/RUST-DEPENDENCY-STANDARDS.md	101	profiles/languages/rust/dependencies.md	move-and-index	Direct deps only
STD-0744	languages/rust/RUST-DEPENDENCY-STANDARDS.md	104	profiles/languages/rust/dependencies.md	move-and-index	Who depends on a specific crate?
STD-0745	languages/rust/RUST-DEPENDENCY-STANDARDS.md	107	profiles/languages/rust/dependencies.md	move-and-index	Total unique deps for one workspace member
STD-0746	languages/rust/RUST-DEPENDENCY-STANDARDS.md	110	profiles/languages/rust/dependencies.md	move-and-index	Find duplicate versions of the same crate
STD-0747	languages/rust/RUST-DEPENDENCY-STANDARDS.md	114	profiles/languages/rust/dependencies.md	move-and-index	Auditing
STD-0748	languages/rust/RUST-DEPENDENCY-STANDARDS.md	133	profiles/languages/rust/dependencies.md	move-and-index	Replace <crate> and <path> with the dependency and source directory.
STD-0749	languages/rust/RUST-DEPENDENCY-STANDARDS.md	141	profiles/languages/rust/dependencies.md	move-and-index	Build-Time Cost
STD-0750	languages/rust/RUST-DEPENDENCY-STANDARDS.md	146	profiles/languages/rust/dependencies.md	move-and-index	Build timing per crate
STD-0751	languages/rust/RUST-DEPENDENCY-STANDARDS.md	149	profiles/languages/rust/dependencies.md	move-and-index	Count transitive deps per workspace member
STD-0752	languages/rust/RUST-INTEROP-STANDARDS.md	1	profiles/languages/rust/interop.md	move-and-index	Rust Interop Standards
STD-0753	languages/rust/RUST-INTEROP-STANDARDS.md	6	profiles/languages/rust/interop.md	move-and-index	Validate Before Unsafe Access
STD-0754	languages/rust/RUST-INTEROP-STANDARDS.md	37	profiles/languages/rust/interop.md	move-and-index	Copy Foreign Buffers Immediately
STD-0755	languages/rust/RUST-INTEROP-STANDARDS.md	51	profiles/languages/rust/interop.md	move-and-index	Unsafe Isolation
STD-0756	languages/rust/RUST-INTEROP-STANDARDS.md	73	profiles/languages/rust/interop.md	move-and-index	Callback Thread Contracts
STD-0757	languages/rust/RUST-INTEROP-STANDARDS.md	86	profiles/languages/rust/interop.md	move-and-index	Serde Wire-Format Alignment
STD-0758	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	1	profiles/languages/rust/language-bindings.md	split-and-index	Rust Language Bindings Standards
STD-0759	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	9	profiles/languages/rust/language-bindings.md	split-and-index	Three-Layer Architecture
STD-0760	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	35	profiles/languages/rust/language-bindings.md	split-and-index	Rules
STD-0761	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	44	profiles/languages/rust/language-bindings.md	split-and-index	Workspace Layout
STD-0762	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	53	profiles/languages/rust/language-bindings.md	split-and-index	Exclude crates that need foreign runtimes from default test
STD-0763	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	84	profiles/languages/rust/language-bindings.md	split-and-index	Product-Native Artifact Model
STD-0764	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	99	profiles/languages/rust/language-bindings.md	split-and-index	Rules
STD-0765	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	112	profiles/languages/rust/language-bindings.md	split-and-index	Example Release Layout
STD-0766	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	123	profiles/languages/rust/language-bindings.md	split-and-index	Rationale
STD-0767	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	129	profiles/languages/rust/language-bindings.md	split-and-index	Compatibility Notes
STD-0768	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	141	profiles/languages/rust/language-bindings.md	split-and-index	Binding Surface Policy
STD-0769	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	147	profiles/languages/rust/language-bindings.md	split-and-index	Rules
STD-0770	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	172	profiles/languages/rust/language-bindings.md	split-and-index	Support Tier Guidance
STD-0771	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	180	profiles/languages/rust/language-bindings.md	split-and-index	Surface Review Questions
STD-0772	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	192	profiles/languages/rust/language-bindings.md	split-and-index	FFI Wrapper Design
STD-0773	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	194	profiles/languages/rust/language-bindings.md	split-and-index	Wrapper Type Conventions
STD-0774	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	233	profiles/languages/rust/language-bindings.md	split-and-index	When to Annotate Core Types Directly
STD-0775	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	256	profiles/languages/rust/language-bindings.md	split-and-index	From/Into Implementation Pattern
STD-0776	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	278	profiles/languages/rust/language-bindings.md	split-and-index	Error Handling Across FFI
STD-0777	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	297	profiles/languages/rust/language-bindings.md	split-and-index	Rules
STD-0778	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	332	profiles/languages/rust/language-bindings.md	split-and-index	Host-Language Callbacks and Event Delivery
STD-0779	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	337	profiles/languages/rust/language-bindings.md	split-and-index	Event Sink Bridges
STD-0780	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	403	profiles/languages/rust/language-bindings.md	split-and-index	Callback-Based Task Execution
STD-0781	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	425	profiles/languages/rust/language-bindings.md	split-and-index	Composite Executors
STD-0782	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	454	profiles/languages/rust/language-bindings.md	split-and-index	Code Generation Strategy
STD-0783	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	456	profiles/languages/rust/language-bindings.md	split-and-index	Single Source of Truth
STD-0784	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	477	profiles/languages/rust/language-bindings.md	split-and-index	Annotation Approach
STD-0785	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	491	profiles/languages/rust/language-bindings.md	split-and-index	Generation Commands
STD-0786	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	497	profiles/languages/rust/language-bindings.md	split-and-index	Build the shared library
STD-0787	languages/rust/RUST-LANGUAGE-BINDINGS-STANDARDS.md	500	profiles/languages/rust/language-bindings.md	split-and-index	Generate Python bindings
